project_id,project_type,project_location,total_area_sqft,num_floors,construction_type,foundation_type,material_quality_index,labor_cost_index,material_cost_index,inflation_rate,equipment_cost,contractor_experience_years,avg_temperature,rainfall_index,weather_delay_days,complexity_score,risk_index,resource_utilization_rate,total_project_cost,cost_category
1617,Industrial,Semi-Urban,8717,4,RCC,Pile,0.895,1.164,1.433,3.29,155262,1,26.63,0.353,37,0.938,0.736,0.749,19514464,Medium
1618,Commercial,Semi-Urban,17058,8,Hybrid,Raft,0.852,1.269,0.948,6.59,80266,22,22.22,0.106,46,0.989,0.877,0.611,32657412,High
1619,Industrial,Urban,18218,13,Steel,Raft,0.597,1.777,0.836,6.62,198869,22,35.43,0.242,26,0.988,0.232,0.5,30712566,High
1620,Residential,Semi-Urban,17205,12,Hybrid,Raft,0.755,0.813,1.528,6.5,24167,27,24.64,0.845,46,0.916,0.32,0.677,22252130,High
1621,Commercial,Rural,12842,13,Hybrid,Raft,0.722,1.069,1.618,8.33,28510,16,18.54,0.534,55,0.945,0.293,0.509,20705215,Medium
1622,Commercial,Urban,12739,10,Steel,Pile,0.712,1.647,2.199,7.58,54912,28,34.86,0.666,16,0.296,0.974,0.52,34063658,High
1623,Residential,Urban,14354,7,Steel,Raft,0.771,1.287,1.504,8.2,116830,21,15.06,0.806,31,0.339,0.252,0.515,20123059,Medium
1624,Residential,Semi-Urban,14397,11,Steel,Pile,0.991,1.196,1.278,3.36,109524,4,20.13,0.667,9,0.908,0.638,0.94,28846149,High
1625,Commercial,Semi-Urban,11919,11,RCC,Pile,0.906,1.847,1.586,4.91,108654,16,30.88,0.856,49,0.781,0.67,0.572,28580092,High
1626,Industrial,Urban,10564,7,Steel,Pile,0.952,1.901,1.205,4.91,117689,24,17.56,0.086,10,0.9,0.657,0.627,36696198,High
1627,Commercial,Rural,15503,1,RCC,Strip,0.515,1.938,0.955,6.94,71196,3,21.4,0.904,58,0.816,0.722,0.745,14385667,Medium
1628,Residential,Semi-Urban,10759,6,Steel,Strip,0.57,1.127,0.992,5.69,76786,1,24.83,0.813,17,0.312,0.536,0.765,7231936,Low
1629,Commercial,Semi-Urban,6174,13,RCC,Raft,0.542,1.895,1.343,7.66,102711,17,24.91,0.903,1,0.933,0.175,0.561,6869063,Low
1630,Residential,Rural,5502,4,Steel,Pile,0.632,1.684,0.822,5.31,185921,5,39.32,0.731,34,0.817,0.731,0.955,6910447,Low
1631,Commercial,Rural,1410,14,Steel,Strip,0.721,0.985,1.174,4.33,19833,3,31.89,0.274,5,0.657,0.353,0.616,1552287,Low
1632,Industrial,Urban,1449,10,Hybrid,Raft,0.821,1.532,2.139,4.75,22208,19,15.93,0.114,2,0.626,0.168,0.971,4379929,Low
1633,Commercial,Rural,19398,10,Steel,Strip,0.75,0.832,1.199,4.09,130219,11,20.53,0.13,6,0.659,0.253,0.628,17362858,Medium
1634,Commercial,Urban,12023,10,Hybrid,Pile,0.952,1.65,0.988,4.19,194719,15,30.41,0.499,34,0.512,0.358,0.501,30389146,High
1635,Residential,Rural,11721,11,Steel,Raft,0.97,1.68,2.413,4.3,130463,2,32.84,0.391,46,0.843,0.489,0.986,28947636,High
1636,Residential,Semi-Urban,16984,12,Steel,Pile,0.582,1.747,1.858,3.1,115903,25,24.51,0.654,12,0.927,0.875,0.742,28434831,High
1637,Residential,Urban,5146,2,Hybrid,Pile,0.926,1.007,0.902,7.3,148060,27,36.41,0.503,37,0.402,0.583,0.939,8330296,Low
1638,Commercial,Urban,7445,10,Hybrid,Strip,0.741,1.554,0.906,5.4,195954,29,38.59,0.125,1,0.23,0.525,0.867,10622028,Low
1639,Industrial,Urban,2900,7,RCC,Raft,0.727,1.015,1.841,3.14,76756,22,30.35,0.002,1,0.362,0.272,0.59,4412483,Low
1640,Residential,Rural,12063,9,Hybrid,Raft,0.892,1.936,1.718,5.22,125955,7,29.06,0.128,50,0.806,0.963,0.923,27892275,High
1641,Residential,Semi-Urban,19227,13,RCC,Raft,0.547,1.61,0.916,8.43,83789,18,33.77,0.147,59,0.895,0.918,0.526,17830168,Medium
1642,Commercial,Urban,852,5,Steel,Strip,0.941,0.914,1.181,6.07,72867,27,34.55,0.72,7,0.479,0.834,0.754,1578371,Low
1643,Residential,Urban,19839,8,Hybrid,Raft,0.835,1.024,2.379,8.92,152103,1,20.39,0.285,8,0.322,0.391,0.627,41835695,High
1644,Industrial,Urban,15989,5,Hybrid,Strip,0.938,1.596,1.772,6.24,28372,8,27.09,0.094,33,0.887,0.605,0.681,54610054,High
1645,Industrial,Urban,1518,14,Steel,Raft,0.997,1.372,1.549,8.78,19817,16,26.19,0.755,38,0.372,0.45,0.879,4346160,Low
1646,Residential,Semi-Urban,18063,7,Steel,Strip,0.759,1.684,1.225,4.21,133223,26,38.54,0.94,30,0.393,0.463,0.842,20993373,Medium
1647,Residential,Rural,5693,7,Steel,Raft,0.547,1.137,1.027,4.74,107133,15,17.79,0.1,28,0.274,0.165,0.72,3454332,Low
1648,Commercial,Semi-Urban,16201,9,Steel,Strip,0.583,1.59,1.484,7.2,133077,4,38.59,0.963,48,0.928,0.226,0.523,21830249,High
1649,Industrial,Urban,4036,3,Hybrid,Pile,0.662,1.012,2.368,8.92,101324,13,29.31,0.95,46,0.461,0.965,0.52,11522923,Medium
1650,Industrial,Semi-Urban,15949,14,Steel,Pile,0.552,1.452,0.883,7.95,96234,25,22.2,0.523,35,0.337,0.649,0.851,20373530,Medium
1651,Residential,Urban,12342,1,Steel,Pile,0.908,1.949,2.485,6.32,160511,12,36.73,0.296,21,0.963,0.106,0.974,42937640,High
1652,Commercial,Rural,19386,2,Hybrid,Raft,0.648,1.554,1.153,3.51,105419,9,16.26,0.138,22,0.468,0.828,0.924,27566014,High
1653,Industrial,Rural,4319,12,RCC,Strip,0.988,0.86,1.495,5.19,8217,13,22.97,0.824,12,0.798,0.178,0.561,5758083,Low
1654,Industrial,Rural,17863,6,Hybrid,Pile,0.851,1.987,0.877,3.52,46034,11,33.81,0.605,34,0.384,0.737,0.561,39514224,High
1655,Commercial,Urban,1476,14,RCC,Raft,0.587,0.988,1.794,4.87,132969,12,35.69,0.651,43,0.781,0.659,0.805,2307954,Low
1656,Commercial,Semi-Urban,19164,10,Steel,Strip,0.738,1.662,1.622,4.55,125706,4,19.19,0.861,2,0.386,0.157,0.829,27474512,High
1657,Industrial,Rural,6397,10,Hybrid,Pile,0.733,1.439,1.933,5.33,111140,26,38.54,0.444,52,0.71,0.578,0.808,15716511,Medium
1658,Industrial,Urban,16457,12,Steel,Pile,0.746,1.153,1.723,8.02,116702,3,16.34,0.368,50,0.553,0.143,0.943,38984281,High
1659,Commercial,Urban,15859,13,Hybrid,Raft,0.768,1.013,1.477,3.9,159671,5,25.84,0.762,8,0.839,0.158,0.616,29581257,High
1660,Industrial,Semi-Urban,13740,14,RCC,Strip,0.516,1.013,2.054,4.84,34437,6,17.44,0.297,47,0.784,0.146,0.586,13265070,Medium
1661,Residential,Rural,607,9,Hybrid,Raft,0.843,1.83,0.843,4.57,18888,26,17.44,0.328,17,0.948,0.33,0.957,979503,Low
1662,Residential,Urban,16024,3,Steel,Pile,0.744,1.847,1.72,4.78,149425,4,37.85,0.381,25,0.501,0.822,0.861,35458130,High
1663,Commercial,Semi-Urban,2126,10,Hybrid,Raft,0.895,1.358,0.994,5.16,74765,1,37.6,0.856,28,0.803,0.426,0.856,4270450,Low
1664,Commercial,Rural,6729,2,Steel,Raft,0.908,0.924,1.541,4.47,28354,23,30.38,0.779,47,0.975,0.676,0.668,11794225,Medium
1665,Commercial,Semi-Urban,7377,11,Hybrid,Pile,0.615,1.861,2.145,8.66,57242,5,39.16,0.291,11,0.469,0.212,0.814,15737191,Medium
1666,Residential,Semi-Urban,1374,1,RCC,Pile,0.524,1.384,1.042,5.52,150259,2,27.28,0.144,38,0.432,0.94,0.863,1423190,Low
1667,Industrial,Urban,6043,2,Hybrid,Strip,0.852,1.327,2.391,3.68,147140,14,34.57,0.393,22,0.815,0.554,0.8,19750204,Medium
1668,Residential,Urban,4309,3,Hybrid,Strip,0.989,1.289,2.31,5.81,187255,11,17.43,0.625,18,0.556,0.122,0.868,10138371,Low
1669,Industrial,Urban,11103,7,Hybrid,Pile,0.723,1.238,1.505,4.11,180223,9,24.89,0.676,23,0.519,0.584,0.795,24724095,High
1670,Residential,Semi-Urban,2607,2,Hybrid,Pile,0.63,1.431,0.81,4.3,21257,8,27.88,0.2,43,0.636,0.266,0.991,3163495,Low
1671,Industrial,Urban,12245,13,RCC,Strip,0.578,1.525,2.143,4.71,189214,26,34.45,0.249,42,0.948,0.276,0.746,20394419,Medium
1672,Residential,Semi-Urban,9965,5,Steel,Raft,0.644,1.36,2.298,3.75,62874,7,23.36,0.93,43,0.267,0.64,0.506,13584126,Medium
1673,Commercial,Semi-Urban,1059,2,Hybrid,Pile,0.664,1.876,1.097,7.33,160488,29,39.51,0.385,29,0.573,0.304,0.582,2061284,Low
1674,Residential,Urban,8808,7,Hybrid,Pile,0.712,1.181,2.358,7.75,181197,15,33.37,0.314,30,0.288,0.293,0.982,18088530,Medium
1675,Industrial,Rural,15750,10,Hybrid,Raft,0.828,1.494,2.354,5.37,13625,9,28.32,0.696,18,0.907,0.587,0.735,47817861,High
1676,Residential,Rural,13755,8,RCC,Strip,0.637,1.16,1.601,7.13,53530,10,23.27,0.468,20,0.309,0.312,0.56,10331929,Low
1677,Residential,Rural,3546,8,Steel,Strip,0.525,1.704,2.157,5.33,170469,18,31.05,0.247,48,0.272,0.199,0.578,3615374,Low
1678,Residential,Semi-Urban,14356,13,Steel,Raft,0.687,0.923,1.556,3.98,82461,29,31.83,0.409,46,0.971,0.467,0.514,16961678,Medium
1679,Commercial,Semi-Urban,16927,8,Hybrid,Pile,0.928,1.026,1.759,5.38,86282,19,31.98,0.144,9,0.651,0.147,0.613,38011447,High
1680,Residential,Semi-Urban,1008,10,Hybrid,Raft,0.749,1.761,1.344,6.34,107011,25,29.65,0.28,3,0.861,0.915,0.993,2041688,Low
1681,Commercial,Urban,6607,9,Steel,Pile,0.982,1.02,1.071,3.25,158732,22,25.01,0.418,17,0.576,0.506,0.664,13785926,Medium
1682,Commercial,Semi-Urban,13976,1,Hybrid,Strip,0.752,1.551,2.069,6.93,65637,2,35.42,0.518,59,0.549,0.112,0.625,28427313,High
1683,Residential,Urban,3939,12,Hybrid,Pile,0.638,1.964,0.802,7.46,78794,22,21.46,0.742,44,0.929,0.302,0.834,6612451,Low
1684,Residential,Urban,13636,1,Hybrid,Pile,0.597,1.427,1.785,8.16,97390,14,30.63,0.385,36,0.992,0.962,0.837,28925160,High
1685,Residential,Rural,14667,14,RCC,Pile,0.847,1.025,2.27,3.62,79395,21,26.79,0.546,19,0.695,0.547,0.984,21267188,Medium
1686,Industrial,Rural,17800,14,RCC,Pile,0.768,1.185,1.176,3.0,82696,10,37.32,0.951,51,0.935,0.423,0.865,26612159,High
1687,Residential,Rural,17682,14,Steel,Pile,0.802,1.788,1.366,3.44,152605,5,29.76,0.818,35,0.89,0.384,0.555,31749493,High
1688,Commercial,Urban,5471,10,RCC,Strip,0.878,1.222,1.799,8.54,182580,5,36.39,0.237,47,0.635,0.475,0.993,10341118,Low
1689,Residential,Urban,18644,2,RCC,Raft,0.863,1.668,1.22,7.59,165562,2,38.83,0.213,31,0.953,0.291,0.875,31608269,High
1690,Industrial,Urban,16383,11,Steel,Strip,0.522,1.733,2.241,8.01,42478,22,18.18,0.663,52,0.368,0.774,0.63,30439629,High
1691,Residential,Semi-Urban,1318,6,RCC,Pile,0.901,1.401,1.423,6.1,26584,13,28.88,0.595,56,0.908,0.557,0.631,2549053,Low
1692,Industrial,Urban,10860,14,Steel,Raft,0.766,1.74,1.789,6.16,150001,7,37.1,0.547,56,0.447,0.776,0.98,31000491,High
1693,Industrial,Rural,12427,1,Hybrid,Pile,0.696,1.18,1.184,4.79,19130,25,36.8,0.154,51,0.224,0.329,0.596,15820740,Medium
1694,Residential,Rural,16523,5,Steel,Strip,0.769,1.419,0.87,8.06,35457,21,19.9,0.363,26,0.83,0.101,0.614,14898869,Medium
1695,Commercial,Urban,3565,5,Steel,Strip,0.806,1.624,1.095,7.98,101241,27,27.03,0.759,40,0.944,0.97,0.679,7407957,Low
1696,Industrial,Urban,3759,4,Steel,Pile,0.575,1.002,0.879,5.35,137893,15,20.58,0.724,23,0.373,0.561,0.84,4460134,Low
1697,Residential,Rural,17790,11,Hybrid,Pile,0.709,1.128,1.597,4.98,53615,27,37.42,0.165,28,0.627,0.172,0.715,21788059,High
1698,Residential,Urban,12800,5,Hybrid,Raft,0.668,1.582,1.797,7.43,118671,21,15.08,0.427,52,0.799,0.193,0.656,23084841,High
1699,Commercial,Rural,1102,12,Hybrid,Raft,0.675,1.586,0.876,3.16,46434,15,20.46,0.443,23,0.465,0.491,0.634,1462010,Low
1700,Industrial,Semi-Urban,4795,1,Steel,Pile,0.546,1.392,0.954,8.16,164272,25,25.23,0.509,28,0.318,0.726,0.563,6280658,Low
1701,Industrial,Rural,10483,11,Steel,Raft,0.58,1.755,1.625,5.68,187764,6,20.53,0.461,38,0.514,0.457,0.773,15925910,Medium
1702,Residential,Semi-Urban,4027,11,Steel,Pile,0.581,1.378,2.159,5.65,146976,7,39.34,0.502,17,0.565,0.838,0.637,6248019,Low
1703,Residential,Urban,2311,6,Steel,Pile,0.687,1.858,1.868,7.01,171458,4,21.1,0.813,9,0.794,0.396,0.666,5421423,Low
1704,Commercial,Urban,12603,7,Steel,Pile,0.947,1.683,0.978,6.87,110676,4,24.06,0.389,46,0.359,0.141,0.504,28909838,High
1705,Commercial,Semi-Urban,9532,8,Steel,Strip,0.603,1.178,2.309,4.6,155305,1,19.35,0.552,55,0.852,0.107,0.766,13512732,Medium
1706,Industrial,Urban,13377,2,Steel,Pile,0.708,1.274,2.36,8.66,20219,11,38.17,0.607,8,0.602,0.873,0.848,39966874,High
1707,Industrial,Semi-Urban,8463,7,RCC,Pile,0.656,1.601,1.352,8.92,12893,5,25.28,0.942,49,0.923,0.986,0.964,17184997,Medium
1708,Residential,Urban,15724,6,Hybrid,Pile,0.894,1.873,1.847,6.16,191797,2,21.55,0.655,10,0.653,0.22,0.599,46703258,High
1709,Industrial,Rural,9416,9,RCC,Raft,0.525,1.014,1.637,6.37,141670,5,21.15,0.131,11,0.557,0.156,0.96,8512619,Low
1710,Commercial,Urban,7266,8,Hybrid,Pile,0.598,1.418,2.401,6.33,162804,5,29.64,0.582,1,0.429,0.923,0.681,18739447,Medium
1711,Commercial,Rural,17686,14,Steel,Strip,0.605,0.943,1.665,5.91,59644,20,39.44,0.662,25,0.285,0.191,0.901,15004219,Medium
1712,Residential,Rural,19466,11,RCC,Strip,0.996,1.135,2.432,8.67,114299,13,39.35,0.01,8,0.497,0.306,0.948,27148430,High
1713,Commercial,Semi-Urban,2165,14,Steel,Pile,0.785,1.623,1.139,4.47,17565,12,39.54,0.075,16,0.531,0.821,0.981,4212227,Low
1714,Commercial,Urban,16432,4,RCC,Pile,0.569,0.893,1.387,3.65,182342,10,24.67,0.019,34,0.655,0.998,0.663,20071503,Medium
1715,Commercial,Semi-Urban,7475,14,RCC,Pile,0.636,1.595,2.128,8.58,48674,13,37.86,0.048,45,0.888,0.537,0.63,14118103,Medium
1716,Commercial,Urban,3052,13,Steel,Strip,0.584,1.881,2.132,4.28,149404,9,26.11,0.09,2,0.571,0.29,0.72,5308713,Low
1717,Residential,Rural,13719,9,RCC,Raft,0.562,1.963,2.045,7.49,36668,5,27.76,0.958,5,0.451,0.863,0.777,16451114,Medium
1718,Residential,Rural,14774,1,RCC,Raft,0.899,1.06,2.261,4.22,59946,6,28.0,0.207,42,0.899,0.455,0.845,22331473,High
1719,Industrial,Urban,13112,11,Hybrid,Pile,0.748,1.699,1.994,8.76,62593,17,16.59,0.205,22,0.787,0.345,0.846,45012053,High
1720,Commercial,Urban,3308,6,Steel,Raft,0.816,1.912,1.881,7.75,87478,28,19.43,0.857,34,0.446,0.541,0.558,8888913,Low
1721,Industrial,Semi-Urban,11590,8,Steel,Strip,0.666,0.91,1.58,8.51,164094,5,37.15,0.753,14,0.334,0.87,0.806,15972829,Medium
1722,Residential,Urban,12760,11,RCC,Pile,0.777,1.297,1.594,8.71,10769,28,37.41,0.676,7,0.433,0.31,0.584,17046074,Medium
1723,Residential,Urban,15795,11,Steel,Raft,0.629,1.903,1.49,3.51,66038,25,20.05,0.422,31,0.299,0.481,0.856,20740674,Medium
1724,Residential,Urban,15337,4,Hybrid,Pile,0.654,1.043,1.854,5.6,171171,28,22.57,0.031,33,0.923,0.5,0.988,26993707,High
1725,Residential,Semi-Urban,15169,2,Hybrid,Pile,0.826,1.921,1.491,6.89,83567,11,35.75,0.827,10,0.689,0.849,0.885,38718157,High
1726,Residential,Urban,11023,11,Steel,Strip,0.575,1.433,1.051,7.81,77360,6,20.1,0.861,45,0.891,0.708,0.847,12577724,Medium
1727,Residential,Rural,13262,2,Steel,Strip,0.809,0.92,0.981,4.45,92008,9,37.02,0.482,2,0.856,0.802,0.539,12992889,Medium
1728,Residential,Semi-Urban,14269,10,Hybrid,Raft,0.926,1.34,2.372,8.49,186948,12,35.58,0.645,28,0.323,0.724,0.592,32482788,High
1729,Commercial,Semi-Urban,14231,1,Steel,Strip,0.56,1.192,0.842,4.33,55738,29,35.19,0.478,9,0.554,0.633,0.678,10971906,Low
1730,Industrial,Rural,12377,5,RCC,Pile,0.949,1.139,0.979,8.2,134543,4,37.29,0.296,17,0.978,0.219,0.967,21294987,Medium
1731,Residential,Rural,2956,13,Steel,Strip,0.54,1.45,1.557,6.08,140908,18,37.17,0.54,17,0.387,0.85,0.665,2693039,Low
1732,Commercial,Rural,5923,6,RCC,Raft,0.674,1.38,1.247,6.09,151873,15,37.93,0.689,11,0.24,0.647,0.907,6001620,Low
1733,Commercial,Urban,14746,4,Hybrid,Raft,0.805,1.378,1.49,5.24,40560,25,36.99,0.155,26,0.477,0.731,0.552,32332937,High
1734,Industrial,Rural,13346,4,Steel,Raft,0.78,0.906,1.0,3.62,93508,4,30.17,0.531,53,0.609,0.801,0.831,17833549,Medium
1735,Residential,Urban,4817,5,Hybrid,Strip,0.548,1.763,1.023,5.08,97690,14,18.94,0.776,50,0.245,0.381,0.89,4978460,Low
1736,Industrial,Semi-Urban,18440,14,Steel,Strip,0.899,1.378,2.161,5.56,159061,27,30.23,0.476,18,0.541,0.494,0.771,43772835,High
1737,Residential,Semi-Urban,19089,5,RCC,Strip,0.987,1.785,2.09,5.87,18453,18,38.56,0.157,40,0.403,0.587,0.883,34702820,High
1738,Commercial,Rural,13135,14,Steel,Strip,0.591,1.79,0.977,7.43,153259,17,39.19,0.87,32,0.37,0.409,0.862,11815564,Medium
1739,Commercial,Urban,13970,14,Hybrid,Strip,0.948,1.181,1.935,5.11,24334,2,33.21,0.674,24,0.411,0.333,0.738,30633683,High
1740,Commercial,Rural,13676,14,RCC,Raft,0.778,0.805,1.836,5.44,82939,21,32.35,0.633,43,0.284,0.799,0.933,15861554,Medium
1741,Commercial,Rural,9613,14,Steel,Raft,0.968,1.893,2.013,8.44,147442,19,38.46,0.652,58,0.261,0.778,0.671,25584727,High
1742,Industrial,Urban,14046,9,Hybrid,Strip,0.588,1.713,1.607,7.52,137641,29,22.28,0.245,1,0.677,0.849,0.713,27957858,High
1743,Residential,Rural,7305,8,Hybrid,Pile,0.896,0.929,1.259,3.14,35751,22,18.77,0.492,1,0.958,0.727,0.77,10884897,Low
1744,Residential,Semi-Urban,17288,9,Steel,Raft,0.53,1.642,1.928,7.87,177329,14,22.25,0.326,4,0.844,0.381,0.565,22615199,High
1745,Industrial,Rural,18504,13,Hybrid,Pile,0.942,0.824,1.431,8.94,73768,4,38.72,0.834,21,0.867,0.394,0.758,43497935,High
1746,Residential,Urban,19836,14,RCC,Pile,0.837,0.833,1.172,8.64,177813,2,20.31,0.589,55,0.788,0.575,0.662,29158211,High
1747,Commercial,Urban,8580,3,Steel,Raft,0.685,1.431,1.495,8.02,106336,13,20.62,0.717,32,0.965,0.852,0.628,18801895,Medium
1748,Residential,Semi-Urban,3618,14,RCC,Pile,0.595,0.915,2.098,6.78,42275,7,19.82,0.66,43,0.96,0.412,0.788,4423109,Low
1749,Commercial,Urban,7130,3,Hybrid,Pile,0.908,1.957,1.609,4.67,177454,28,27.12,0.484,4,0.823,0.789,0.665,26378803,High
1750,Industrial,Urban,1065,1,Hybrid,Raft,0.802,1.873,1.31,6.93,145381,27,34.91,0.805,27,0.773,0.375,0.928,3265925,Low
1751,Residential,Semi-Urban,16201,14,Hybrid,Raft,0.68,1.58,2.214,7.17,140710,22,24.55,0.615,57,0.444,0.405,0.705,27645418,High
1752,Industrial,Rural,15359,10,RCC,Strip,0.722,0.876,2.299,4.69,68639,8,17.5,0.227,13,0.273,0.777,0.707,18212727,Medium
1753,Residential,Semi-Urban,8170,13,Hybrid,Raft,0.913,1.19,1.537,4.53,58123,29,33.51,0.291,39,0.274,0.711,0.991,13981501,Medium
1754,Commercial,Rural,19752,6,Steel,Pile,0.669,1.246,1.437,5.38,143701,10,30.25,0.827,42,0.789,0.287,0.671,29788401,High
1755,Industrial,Semi-Urban,9976,4,Steel,Raft,0.545,1.377,1.842,6.85,37520,21,26.98,0.941,49,0.223,0.844,0.566,14951428,Medium
1756,Residential,Rural,9276,11,Hybrid,Strip,0.956,1.003,0.899,4.76,192747,3,39.1,0.548,9,0.853,0.806,0.938,11545893,Medium
1757,Commercial,Semi-Urban,15521,14,Steel,Raft,0.694,1.493,1.975,6.33,48845,4,26.76,0.386,40,0.493,0.818,0.958,30907321,High
1758,Industrial,Rural,4827,8,RCC,Pile,0.674,1.323,2.13,8.4,193951,21,33.31,0.625,14,0.354,0.523,0.613,8087656,Low
1759,Industrial,Semi-Urban,15775,2,RCC,Raft,0.602,1.937,1.476,4.77,138337,21,18.96,0.484,9,0.526,0.396,0.941,22599464,High
1760,Residential,Rural,8114,11,Hybrid,Pile,0.949,1.923,1.097,8.8,41416,6,25.41,0.842,3,0.763,0.865,0.747,19512550,Medium
1761,Residential,Semi-Urban,1745,2,Steel,Raft,0.609,1.479,0.849,5.84,168216,25,20.31,0.833,42,0.42,0.629,0.522,1951924,Low
1762,Residential,Urban,8743,7,Steel,Strip,0.818,1.573,1.883,3.61,194539,20,23.7,0.456,54,0.339,0.938,0.774,16447442,Medium
1763,Commercial,Rural,10855,13,Hybrid,Strip,0.94,0.965,1.257,3.33,103724,7,26.99,0.805,48,0.79,0.328,0.924,16643689,Medium
1764,Residential,Semi-Urban,1037,5,RCC,Raft,0.517,1.068,1.589,5.03,110777,7,19.36,0.193,17,0.905,0.978,0.698,1142161,Low
1765,Industrial,Rural,16424,13,Hybrid,Pile,0.914,1.881,1.457,4.55,118913,22,35.08,0.374,16,0.668,0.441,0.776,44272506,High
1766,Industrial,Rural,16736,1,Steel,Strip,0.705,1.639,1.097,8.06,11572,17,24.4,0.08,30,0.619,0.446,0.57,22736801,High
1767,Residential,Semi-Urban,17424,7,Steel,Pile,0.829,1.027,1.664,7.43,70850,25,37.41,0.808,55,0.804,0.315,0.921,27865509,High
1768,Residential,Rural,17698,7,Hybrid,Raft,0.686,1.484,1.581,8.31,44001,6,31.87,0.975,32,0.786,0.969,0.553,27081612,High
1769,Industrial,Semi-Urban,1915,10,RCC,Strip,0.848,1.922,1.861,6.54,100626,19,19.42,0.577,24,0.205,0.136,0.547,3730490,Low
1770,Commercial,Urban,11530,6,RCC,Strip,0.627,1.214,1.228,5.61,23870,27,31.05,0.766,11,0.425,0.526,0.967,11784758,Medium
1771,Residential,Rural,2152,4,Hybrid,Pile,0.511,1.023,1.165,4.62,26754,18,15.58,0.402,54,0.946,0.429,0.937,2283223,Low
1772,Residential,Urban,11357,12,Steel,Strip,0.974,1.93,2.184,6.5,26739,12,35.18,0.562,46,0.968,0.243,0.787,32640227,High
1773,Industrial,Rural,19240,13,RCC,Pile,0.508,1.354,1.994,6.71,73153,28,39.36,0.347,20,0.608,0.742,0.553,25652907,High
1774,Residential,Rural,4310,8,Hybrid,Pile,0.912,1.301,2.113,5.36,185323,19,31.94,0.697,16,0.648,0.908,0.773,10289129,Low
1775,Commercial,Rural,17069,12,Steel,Raft,0.585,1.121,1.01,8.62,63234,11,38.16,0.246,19,0.201,0.319,0.96,13740539,Medium
1776,Industrial,Semi-Urban,2051,11,RCC,Pile,0.696,1.87,1.181,6.84,34669,17,22.37,0.153,28,0.738,0.548,0.806,3747830,Low
1777,Residential,Urban,14084,2,RCC,Strip,0.911,1.815,1.778,8.02,16724,3,25.59,0.899,2,0.37,0.62,0.599,25768131,High
1778,Industrial,Rural,1261,2,Hybrid,Pile,0.603,1.284,2.257,6.72,47381,15,25.61,0.864,6,0.302,0.451,0.953,2383776,Low
1779,Residential,Semi-Urban,13011,2,Steel,Strip,0.933,0.837,2.317,4.9,172883,5,17.8,0.835,59,0.444,0.929,0.933,20988945,Medium
1780,Residential,Rural,9971,3,RCC,Pile,0.749,1.336,2.214,7.42,29820,4,34.91,0.822,32,0.732,0.515,0.773,15434476,Medium
1781,Residential,Semi-Urban,12967,6,Hybrid,Raft,0.683,1.017,0.874,4.38,158761,26,27.38,0.73,25,0.549,0.985,0.926,13272708,Medium
1782,Commercial,Rural,6663,1,RCC,Raft,0.831,0.971,2.195,6.58,16454,1,27.26,0.875,19,0.479,0.366,0.528,10194521,Low
1783,Commercial,Urban,16565,11,Steel,Pile,0.671,1.272,2.328,5.41,64513,21,31.71,0.21,42,0.781,0.166,0.731,38682543,High
1784,Industrial,Urban,12386,2,RCC,Pile,0.674,0.919,0.896,3.9,98594,3,19.27,0.87,36,0.851,0.617,0.589,17160575,Medium
1785,Residential,Rural,18420,10,Steel,Pile,0.867,1.949,1.508,5.48,137085,10,35.25,0.918,31,0.895,0.841,0.919,41340796,High
1786,Residential,Semi-Urban,6701,2,RCC,Raft,0.655,0.857,1.712,4.86,133779,27,24.15,0.716,34,0.556,0.45,0.986,6029854,Low
1787,Commercial,Rural,16080,14,RCC,Pile,0.6,1.282,1.196,3.67,9389,13,16.99,0.599,20,0.774,0.267,0.965,15653169,Medium
1788,Residential,Semi-Urban,19654,12,Hybrid,Pile,0.904,0.995,1.678,7.94,5245,7,19.76,0.236,51,0.908,0.764,0.752,42423095,High
1789,Commercial,Rural,7899,1,RCC,Strip,0.903,1.627,2.306,5.99,50027,14,21.32,0.866,52,0.927,0.344,0.755,15816618,Medium
1790,Residential,Semi-Urban,17445,3,Steel,Raft,0.749,0.895,2.274,5.08,63551,26,19.45,0.577,40,0.594,0.793,0.954,25350867,High
1791,Industrial,Urban,8123,10,Hybrid,Raft,0.763,1.456,2.398,6.03,74056,27,21.06,0.611,59,0.484,0.336,0.861,23111102,High
1792,Residential,Rural,10827,7,Steel,Pile,0.848,1.728,1.623,7.53,163041,13,39.9,0.607,55,0.92,0.602,0.537,23103361,High
1793,Residential,Urban,7687,13,Steel,Pile,0.755,1.94,1.498,3.11,80367,24,28.44,0.867,7,0.409,0.899,0.564,16059319,Medium
1794,Commercial,Urban,2680,1,Hybrid,Strip,0.709,1.638,1.932,6.28,61735,21,30.07,0.137,1,0.837,0.284,0.976,5722853,Low
1795,Residential,Rural,2460,7,Steel,Pile,0.997,0.919,1.508,5.87,81376,26,19.15,0.062,50,0.927,0.839,0.683,4684701,Low
1796,Residential,Rural,5653,5,RCC,Raft,0.574,0.906,0.871,8.36,41363,24,16.1,0.224,47,0.792,0.339,0.594,3540873,Low
1797,Commercial,Semi-Urban,7535,9,Hybrid,Strip,0.796,1.678,2.024,6.34,176673,22,22.76,0.492,15,0.744,0.695,0.868,18705353,Medium
